Date,Open,High,Low,Close,Volume
2009-11-09,2128.46,2154.06,2128.15,2154.06,601.40M
2009-11-10,2147.24,2160.64,2141.27,2151.08,612.67M
2009-11-11,2166.53,2177.91,2155.25,2166.90,575.83M
2009-11-12,2166.98,2179.19,2145.83,2149.02,673.04M
2009-11-13,2156.68,2172.05,2145.92,2167.88,557.64M
2009-11-16,2177.31,2205.32,2177.00,2197.85,634.43M
2009-11-17,2190.12,2203.78,2185.55,2203.78,564.24M
2009-11-18,2199.87,2200.15,2180.17,2193.14,566.66M
2009-11-19,2176.37,2176.51,2141.59,2156.82,683.26M
2009-11-20,2145.07,2150.08,2137.06,2146.04,635.48M
2009-11-23,2168.95,2189.50,2168.77,2176.01,556.34M
2009-11-24,2174.69,2175.15,2155.22,2169.18,550.65M
2009-11-25,2174.00,2178.62,2170.06,2176.05,394.86M
2009-11-27,2115.96,2155.41,2113.99,2138.44,338.70M
2009-11-30,2135.93,2146.93,2120.70,2144.60,694.00M
2009-12-01,2162.23,2182.24,2162.23,2175.81,656.70M
2009-12-02,2178.51,2198.55,2177.82,2185.03,591.12M
2009-12-03,2190.42,2203.75,2172.04,2173.14,572.73M
2009-12-04,2203.75,2214.39,2169.66,2194.35,700.40M
2009-12-07,2191.35,2201.42,2183.13,2189.61,530.18M
2009-12-08,2174.72,2187.19,2160.43,2172.99,578.51M
2009-12-09,2170.02,2185.70,2155.96,2183.73,550.10M
2009-12-10,2194.90,2202.84,2187.08,2190.86,531.18M
2009-12-11,2200.96,2202.40,2179.51,2190.31,485.32M
2009-12-14,2202.31,2212.56,2193.20,2212.10,508.13M
2009-12-15,2203.54,2217.63,2197.76,2201.05,555.72M
2009-12-16,2210.35,2220.46,2203.33,2206.91,553.36M
2009-12-17,2193.50,2198.51,2178.05,2180.05,547.68M
2009-12-18,2197.57,2213.18,2190.69,2211.69,1.27B
2009-12-21,2224.04,2242.22,2224.04,2237.66,490.06M
2009-12-22,2242.61,2253.73,2241.33,2252.67,469.96M
2009-12-23,2257.21,2271.33,2253.67,2269.64,409.01M
2009-12-24,2273.95,2285.89,2273.40,2285.69,169.83M
2009-12-28,2290.04,2295.80,2280.56,2291.08,320.26M
2009-12-29,2293.94,2294.75,2286.57,2288.40,312.40M
2009-12-30,2284.56,2293.02,2280.16,2291.28,369.16M
2009-12-31,2292.92,2293.59,2269.11,2269.15,358.63M
2010-01-04,2294.41,2311.15,2294.41,2308.42,537.70M
2010-01-05,2307.27,2313.73,2295.62,2308.71,630.43M
2010-01-06,2307.71,2314.07,2295.68,2301.09,609.15M
2010-01-07,2298.09,2301.30,2285.22,2300.05,623.54M
2010-01-08,2292.24,2317.60,2290.61,2317.17,580.24M
2010-01-11,2324.78,2326.28,2302.21,2312.41,546.09M
2010-01-12,2297.28,2298.85,2272.70,2282.31,631.34M
2010-01-13,2289.46,2313.03,2274.12,2307.90,614.78M
2010-01-14,2303.31,2322.56,2303.29,2316.74,617.56M
2010-01-15,2316.98,2322.54,2279.20,2287.99,819.10M
2010-01-19,2291.02,2320.40,2290.68,2320.40,573.97M
2010-01-20,2304.31,2304.47,2268.68,2291.25,657.47M
2010-01-21,2298.23,2308.98,2259.82,2265.70,790.77M
2010-01-22,2255.76,2262.27,2200.37,2205.29,797.19M
2010-01-25,2220.29,2223.22,2201.17,2210.80,597.78M
2010-01-26,2203.44,2227.89,2195.44,2203.73,673.68M
2010-01-27,2200.30,2225.67,2192.59,2221.41,727.06M
2010-01-28,2220.31,2220.87,2166.90,2179.00,829.36M
2010-01-29,2198.26,2202.84,2140.34,2147.35,918.05M
2010-02-01,2155.81,2171.20,2152.26,2171.20,631.69M
2010-02-02,2171.66,2193.66,2161.47,2190.06,720.07M
2010-02-03,2181.01,2194.53,2176.75,2190.91,676.19M
2010-02-04,2176.39,2178.25,2125.43,2125.43,813.07M
2010-02-05,2131.92,2142.27,2100.17,2141.12,822.61M
2010-02-08,2140.10,2152.64,2125.11,2126.05,606.27M
2010-02-09,2153.10,2166.16,2132.58,2150.87,662.58M
2010-02-10,2147.46,2156.36,2131.08,2147.87,590.40M
2010-02-11,2145.09,2179.54,2134.14,2177.41,598.66M
2010-02-12,2157.69,2184.57,2151.99,2183.53,696.17M
2010-02-16,2200.38,2214.19,2189.18,2214.19,559.68M
2010-02-17,2222.87,2226.32,2212.78,2226.29,547.43M
2010-02-18,2223.22,2243.50,2221.14,2241.71,552.21M
2010-02-19,2233.33,2249.80,2228.93,2243.87,625.30M
2010-02-22,2250.92,2251.68,2235.65,2242.03,530.46M
2010-02-23,2238.01,2239.80,2205.70,2213.44,647.22M
2010-02-24,2222.40,2241.69,2221.28,2235.90,596.22M
2010-02-25,2208.62,2236.21,2198.73,2234.22,622.71M
2010-02-26,2234.44,2242.83,2222.23,2238.26,685.21M
2010-03-01,2247.40,2274.02,2247.33,2273.57,658.99M
2010-03-02,2279.07,2292.49,2275.35,2280.79,761.75M
2010-03-03,2284.82,2293.32,2275.25,2280.68,667.11M
2010-03-04,2282.57,2293.16,2273.63,2292.31,575.82M
2010-03-05,2304.01,2327.03,2301.10,2326.35,631.26M
2010-03-08,2326.25,2335.43,2326.11,2332.21,574.70M
2010-03-09,2325.78,2353.07,2325.74,2340.68,680.19M
2010-03-10,2340.95,2361.66,2340.69,2358.95,667.97M
2010-03-11,2351.11,2368.46,2347.53,2368.46,580.47M
2010-03-12,2376.07,2376.28,2358.08,2367.66,547.56M
2010-03-15,2361.92,2367.40,2345.99,2362.21,529.84M
2010-03-16,2367.32,2378.84,2360.67,2378.01,574.65M
2010-03-17,2381.65,2400.09,2381.47,2389.09,581.55M
2010-03-18,2387.54,2393.87,2383.26,2391.28,544.11M
2010-03-19,2391.20,2396.92,2364.53,2374.41,1.09B
2010-03-22,2360.35,2401.21,2358.00,2395.40,603.43M
2010-03-23,2397.90,2416.51,2390.04,2415.24,584.30M
2010-03-24,2406.72,2408.64,2396.92,2398.76,588.06M
2010-03-25,2415.24,2432.25,2397.36,2397.41,661.03M
2010-03-26,2406.73,2412.92,2384.69,2395.13,588.65M
2010-03-29,2403.77,2411.18,2398.40,2404.36,491.00M
2010-03-30,2406.69,2417.36,2395.80,2410.69,575.61M
2010-03-31,2402.98,2415.44,2395.34,2397.96,681.27M
2010-04-01,2411.68,2423.43,2383.77,2402.58,581.66M
2010-04-05,2409.48,2429.61,2403.88,2429.53,501.68M
2010-04-06,2420.33,2443.50,2417.77,2436.81,529.60M
2010-04-07,2433.10,2442.27,2418.73,2431.16,669.23M
2010-04-08,2423.99,2441.12,2413.74,2436.81,589.57M
2010-04-09,2441.31,2454.12,2432.93,2454.05,525.58M
2010-04-12,2455.40,2463.17,2450.15,2457.87,527.78M
2010-04-13,2454.95,2467.94,2445.26,2465.99,619.84M
2010-04-14,2481.80,2504.86,2480.43,2504.86,744.13M
2010-04-15,2503.41,2517.82,2502.51,2515.69,673.13M
2010-04-16,2505.38,2510.06,2467.68,2481.26,836.01M
2010-04-19,2477.80,2487.67,2451.72,2480.11,559.15M
2010-04-20,2492.72,2501.25,2480.70,2500.31,544.72M
2010-04-21,2506.61,2510.50,2490.19,2504.61,712.04M
2010-04-22,2483.52,2521.02,2468.26,2519.07,730.12M
2010-04-23,2514.85,2530.15,2507.60,2530.15,636.21M
2010-04-26,2529.85,2535.28,2521.51,2522.95,616.03M
2010-04-27,2512.58,2525.70,2466.53,2471.47,745.94M
2010-04-28,2483.03,2484.15,2456.63,2471.73,732.76M
2010-04-29,2487.33,2513.69,2483.50,2511.92,799.05M
2010-04-30,2509.99,2514.37,2461.09,2461.19,782.21M
2010-05-03,2472.32,2503.00,2472.32,2498.74,600.74M
2010-05-04,2465.55,2465.55,2411.28,2424.25,774.96M
2010-05-05,2395.21,2421.05,2382.07,2402.29,768.30M
2010-05-06,2391.21,2407.79,2185.75,2319.64,1.21B
2010-05-07,2308.71,2330.65,2228.06,2265.64,1.18B
2010-05-10,2365.97,2379.87,2349.40,2374.67,790.24M
2010-05-11,2347.70,2405.26,2345.50,2375.31,662.00M
2010-05-12,2388.64,2426.47,2384.69,2425.02,599.38M
2010-05-13,2416.36,2434.29,2387.59,2394.36,599.85M
2010-05-14,2373.88,2374.53,2323.63,2346.85,669.62M
2010-05-17,2352.77,2364.65,2304.28,2354.23,634.64M
2010-05-18,2372.84,2374.91,2309.22,2317.26,660.30M
2010-05-19,2307.78,2324.99,2270.62,2298.37,712.80M
